,season,age,team_id,lg_id,pos,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,id
0,1973-74,27,CHI,NBA,PG,55,,618,4.7,12.6,.376,4.0,5.6,.711,1.2,3.9,5.1,4.1,2.7,0.1,4.7,13.5,,,94,adelmri01
1,1974-75,28,TOT,NBA,PG,58,,1074,5.2,12.3,.423,3.1,4.4,.709,1.1,3.0,4.0,4.7,3.0,0.3,4.3,13.5,,,97,adelmri01
2,1974-75,28,CHI,NBA,PG,12,,340,6.1,14.7,.413,4.0,5.5,.718,0.8,2.8,3.7,5.0,2.3,0.1,4.4,16.1,,,96,adelmri01
3,1974-75,28,NOJ,NBA,PG,28,,613,4.8,11.4,.421,2.9,4.2,.695,0.9,3.0,3.9,4.9,3.4,0.4,4.2,12.5,,,98,adelmri01
4,1974-75,28,KCO,NBA,PG,18,,121,4.9,10.6,.464,1.5,1.9,.800,2.3,3.0,5.3,3.0,2.7,0.4,4.6,11.4,,,98,adelmri01
5,1974-75,24,POR,NBA,SG,43,,453,4.8,10.6,.448,2.6,3.0,.867,0.8,2.1,2.9,8.2,1.6,0.1,4.5,12.1,,,102,anderda02
6,1975-76,25,POR,NBA,PG,52,,614,6.4,13.1,.486,3.7,4.4,.836,1.1,3.4,4.5,6.2,1.5,0.1,4.2,16.5,,,101,anderda02
7,1975-76,22,BOS,NBA,SG,22,,126,8.9,16.0,.556,3.9,5.7,.688,1.4,3.2,4.6,2.1,1.1,1.1,8.9,21.7,,,99,anderje01
8,1976-77,23,IND,NBA,SG,27,,164,7.1,16.1,.441,3.8,5.5,.700,2.5,0.8,3.3,2.7,1.6,0.5,7.1,18.0,,,106,anderje01
9,1973-74,37,NYK,NBA,SG,5,,58,8.0,20.8,.385,1.6,2.4,.667,0.8,2.4,3.2,4.8,0.8,0.0,1.6,17.6,,,99,barnedi01
10,1973-74,29,GSW,NBA,SG,77,,1689,9.1,19.7,.464,4.8,5.9,.814,2.0,3.8,5.8,5.5,1.5,0.3,3.8,23.1,,,101,barneji02
11,1974-75,30,TOT,NBA,SG,73,,1776,7.2,16.4,.437,5.0,6.0,.836,1.5,3.0,4.5,4.4,1.2,0.4,4.0,19.3,,,102,barneji02
12,1974-75,30,NOJ,NBA,SG,45,,1238,7.6,17.0,.448,5.5,6.7,.830,1.6,2.9,4.5,4.9,1.2,0.6,3.9,20.8,,,102,barneji02
13,1974-75,30,NYK,NBA,SG,28,,538,6.1,14.9,.407,3.7,4.3,.860,1.3,3.1,4.4,3.4,1.0,0.0,4.4,15.8,,,102,barneji02
14,1975-76,31,NYK,NBA,SG,71,,1026,7.4,16.7,.442,4.0,5.1,.789,2.2,1.8,4.0,4.0,1.1,0.1,3.9,18.8,,,103,barneji02
15,1976-77,32,PHI,NBA,SG,16,,231,5.4,12.3,.438,1.9,3.5,.556,1.3,1.3,2.7,4.4,0.8,0.0,5.4,12.7,,,104,barneji02
16,1976-77,23,SEA,NBA,SG,4,,10,9.0,27.0,.333,0.0,0.0,,9.0,4.5,13.5,4.5,0.0,0.0,22.5,18.0,,,103,barnhno01
17,1975-76,24,PHI,NBA,SF,21,,105,3.4,11.1,.308,4.3,6.8,.625,5.5,6.4,11.9,1.3,2.6,2.1,13.6,11.1,,,95,baskeje01
18,1973-74,22,NYK,NBA,SF,1,,4,0.0,11.6,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,103,bellde01
19,1974-75,23,NYK,NBA,SF,52,,465,6.8,18.1,.376,2.0,3.6,.556,4.8,5.7,10.5,2.5,2.2,0.9,5.4,15.6,,,97,bellde01
20,1975-76,24,NYK,NBA,SF,10,,76,4.9,12.7,.381,1.8,4.2,.429,2.4,6.1,8.5,1.8,3.6,0.6,6.7,11.5,,,95,bellde01
21,1973-74,34,ATL,NBA,C,77,,2440,6.9,14.2,.486,4.1,6.8,.608,4.7,8.5,13.1,3.4,0.9,0.9,4.1,18.0,,,99,bellawa01
22,1974-75,35,NOJ,NBA,C,1,,14,6.3,6.3,1.000,6.3,6.3,1.000,0.0,15.7,15.7,0.0,0.0,0.0,6.3,18.8,,,97,bellawa01
23,1974-75,24,CHI,NBA,SG,39,,252,6.7,18.0,.372,2.9,3.4,.833,2.7,4.6,7.3,4.8,2.1,1.1,7.8,16.2,,,94,benbole01
24,1975-76,25,CHI,NBA,SG,76,,1586,6.6,16.6,.397,3.2,4.2,.750,2.0,3.4,5.3,4.8,1.9,0.3,5.6,16.4,,,99,benbole01
25,1973-74,29,KCO,NBA,PF,82,,1777,7.0,16.1,.434,4.2,5.2,.796,3.3,6.6,9.9,2.4,1.7,0.9,5.8,18.2,,,99,blockjo01
26,1974-75,30,TOT,NBA,PF,54,,939,8.1,17.6,.460,5.8,7.3,.792,3.5,8.3,11.8,2.6,2.1,1.6,6.2,22.0,,,92,blockjo01
27,1974-75,30,NOJ,NBA,PF,4,,57,6.9,22.3,.310,6.9,7.7,.900,4.6,9.2,13.9,5.4,3.1,0.8,8.5,20.8,,,94,blockjo01
28,1974-75,30,CHI,NBA,PF,50,,882,8.2,17.3,.473,5.7,7.3,.784,3.4,8.2,11.7,2.4,2.1,1.7,6.0,22.1,,,92,blockjo01
29,1975-76,31,CHI,NBA,PF,2,,7,13.7,27.4,.500,0.0,13.7,.000,0.0,13.7,13.7,0.0,6.8,0.0,13.7,27.4,,,84,blockjo01
30,1974-75,22,NOJ,NBA,SF,6,,25,12.3,22.8,.538,8.8,19.3,.455,5.3,3.5,8.8,3.5,5.3,0.0,3.5,33.3,,,94,boydke01
31,1973-74,23,ATL,NBA,PG,75,,1463,7.1,15.4,.463,2.0,2.8,.719,0.8,3.6,4.3,6.8,1.8,0.1,4.6,16.3,,,101,bracest01
32,1974-75,24,GSW,NBA,SG,42,,340,7.1,17.1,.415,3.3,5.0,.658,1.3,3.7,5.0,6.8,1.8,0.1,5.4,17.5,,,100,bracest01
33,1973-74,30,NYK,NBA,SF,82,,2813,8.3,18.3,.451,2.4,2.8,.874,1.0,3.2,4.2,4.0,0.7,0.3,4.6,19.0,,,99,bradlbi01
34,1974-75,31,NYK,NBA,SF,79,,2787,7.5,17.3,.436,2.4,2.8,.873,1.1,3.1,4.2,4.1,1.2,0.3,4.7,17.5,,,102,bradlbi01
35,1975-76,32,NYK,NBA,SF,82,,2709,6.7,15.4,.433,2.2,2.5,.878,0.8,3.2,4.0,4.2,1.2,0.3,4.4,15.6,,,102,bradlbi01
36,1976-77,33,NYK,NBA,SF,67,,1027,5.5,11.8,.464,1.5,1.8,.810,1.2,3.3,4.5,5.5,1.1,0.3,5.3,12.5,,,103,bradlbi01
37,1973-74,34,LAL,NBA,PF,65,,1812,5.1,12.2,.421,2.8,3.9,.707,4.6,7.3,11.8,3.5,1.4,0.7,5.2,13.0,,,97,bridgbi01
38,1974-75,35,TOT,NBA,PF,32,,415,3.8,10.1,.376,1.8,3.7,.500,6.9,7.6,14.5,3.4,1.2,0.5,7.0,9.4,,,100,bridgbi01
39,1974-75,35,LAL,NBA,PF,17,,307,2.9,8.4,.351,2.4,4.4,.533,6.8,7.1,13.8,4.0,1.0,0.7,6.8,8.2,,,101,bridgbi01
40,1974-75,35,GSW,NBA,PF,15,,108,6.2,14.9,.417,0.4,1.7,.250,7.4,9.1,16.5,1.7,1.7,0.0,7.9,12.8,,,97,bridgbi01
41,1975-76,24,SEA,NBA,C,28,,279,4.3,12.6,.342,2.9,4.6,.621,4.8,6.9,11.7,2.1,1.1,1.8,6.2,11.5,,,99,carlsal01
42,1973-74,28,PHI,NBA,SG,78,,3044,10.3,23.9,.430,3.7,5.2,.709,1.2,4.2,5.4,6.4,1.6,0.3,4.0,24.3,,,101,cartefr01
43,1974-75,29,PHI,NBA,PG,77,,3046,10.9,24.3,.447,3.9,5.3,.738,1.1,4.1,5.2,5.1,1.2,0.3,3.9,25.7,,,101,cartefr01
44,1975-76,30,PHI,NBA,PG,82,,2992,9.9,23.8,.417,3.3,4.7,.702,1.7,2.8,4.5,5.6,2.0,0.2,4.3,23.1,,,101,cartefr01
45,1976-77,31,TOT,NBA,SG,61,,1112,8.3,19.9,.418,2.7,3.8,.708,2.2,2.5,4.7,5.0,1.6,0.4,5.0,19.4,,,105,cartefr01
46,1976-77,31,PHI,NBA,SG,14,,237,8.0,18.9,.426,1.9,3.6,.526,1.9,2.6,4.5,3.9,2.1,0.4,5.4,17.9,,,100,cartefr01
47,1976-77,31,MIL,NBA,SG,47,,875,8.4,20.2,.416,2.9,3.9,.753,2.3,2.4,4.7,5.3,1.4,0.4,4.9,19.8,,,106,cartefr01
48,1976-77,24,DET,NBA,PF,6,,49,8.1,20.7,.391,2.7,5.4,.500,7.2,7.2,14.4,0.9,1.8,0.9,7.2,18.9,,,100,cashco01
49,1973-74,32,CAP,NBA,PG,56,,1786,8.0,17.1,.467,2.6,3.3,.786,1.1,2.5,3.6,7.2,1.5,0.2,3.1,18.5,,,98,clarkar01
50,1974-75,33,SEA,NBA,PG,77,,2481,8.3,16.9,.495,3.0,3.5,.834,1.1,3.2,4.3,7.9,2.0,0.1,3.4,19.6,,,100,clarkar01
51,1975-76,34,DET,NBA,SG,79,,1589,7.2,16.6,.433,2.9,3.3,.862,0.8,3.2,3.9,6.3,1.8,0.1,4.5,17.2,,,103,clarkar01
52,1973-74,30,CLE,NBA,SF,71,,913,8.2,17.5,.471,3.1,3.7,.849,2.1,6.3,8.4,4.0,1.8,0.1,6.9,19.6,,,100,clemeba01
53,1974-75,31,POR,NBA,SF,77,,952,8.1,17.1,.473,2.2,2.9,.750,1.6,6.2,7.8,3.7,3.3,0.1,6.7,18.4,,,96,clemeba01
54,1975-76,32,POR,NBA,SF,49,,443,7.0,14.4,.490,3.1,3.5,.886,2.7,4.3,7.0,3.3,2.7,0.7,5.7,17.2,,,97,clemeba01
55,1974-75,23,BOS,NBA,SF,25,,157,8.9,20.8,.431,2.0,2.6,.778,4.3,7.5,11.8,1.4,1.4,0.9,9.8,19.9,,,94,clydebe01
56,1973-74,32,LAL,NBA,C,45,,499,5.3,14.4,.365,2.1,2.8,.727,4.8,7.8,12.6,4.7,1.7,2.0,7.3,12.6,,,95,countme01
57,1974-75,33,NOJ,NBA,C,75,,1421,6.7,15.3,.438,2.7,3.5,.761,3.1,10.5,13.6,5.6,1.5,1.3,6.1,16.1,,,96,countme01
58,1975-76,34,NOJ,NBA,C,30,,319,5.2,12.8,.407,2.3,3.0,.762,3.8,10.3,14.1,5.4,2.3,1.1,10.4,12.7,,,93,countme01
59,1975-76,25,ATL,NBA,SF,32,,172,3.2,11.6,.279,1.9,4.3,.438,3.5,8.6,12.1,1.1,0.5,2.4,6.2,8.4,,,100,creigji01
60,1973-74,27,MIL,NBA,C,8,,45,3.0,6.1,.500,0.0,7.1,.000,1.0,15.2,16.2,0.0,2.0,2.0,5.1,6.1,,,86,cunnidi01
61,1974-75,28,MIL,NBA,C,2,,8,0.0,0.0,,0.0,0.0,,0.0,11.8,11.8,5.9,0.0,0.0,5.9,0.0,,,98,cunnidi01
62,1974-75,23,NYK,NBA,SG,47,,401,8.6,18.2,.471,2.6,4.6,.550,1.7,2.6,4.3,3.5,0.3,0.1,5.6,19.7,,,104,darkje01
63,1973-74,24,POR,NBA,SG,8,,90,6.9,19.7,.350,1.5,2.0,.750,1.0,4.4,5.4,5.4,1.0,0.0,3.4,15.2,,,106,davisch01
64,1973-74,24,CLE,NBA,PF,76,,2477,7.0,16.0,.436,3.7,5.1,.719,3.2,8.7,12.0,3.5,1.2,1.4,5.4,17.7,,,98,davisdw01
65,1974-75,25,CLE,NBA,PF,78,,1964,7.2,16.2,.443,4.3,6.0,.718,2.6,8.7,11.3,3.7,1.1,0.9,6.2,18.6,,,97,davisdw01
66,1975-76,26,GSW,NBA,PF,72,,866,5.7,13.8,.413,4.0,5.8,.690,4.4,7.1,11.5,2.4,1.0,1.4,7.2,15.4,,,96,davisdw01
67,1976-77,27,GSW,NBA,PF,33,,552,4.4,10.0,.444,4.0,5.8,.681,2.7,4.9,7.7,2.3,0.9,0.6,7.5,12.8,,,103,davisdw01
68,1973-74,32,DET,NBA,C,78,,947,5.6,13.5,.413,4.3,6.6,.647,4.9,9.1,13.9,4.1,1.9,1.4,7.5,15.4,,,91,davisji01
69,1974-75,33,DET,NBA,C,79,,1078,5.2,11.5,.454,3.8,5.2,.726,4.3,8.4,12.6,4.0,2.2,1.6,5.7,14.2,,,97,davisji01
70,1973-74,23,NYK,NBA,PF,30,,167,9.2,26.4,.347,3.3,4.4,.750,4.7,10.3,15.0,2.2,0.8,1.1,10.0,21.7,,,93,davisme01
71,1974-75,24,NYK,NBA,PF,62,,903,7.9,20.4,.390,2.5,3.6,.686,3.6,12.9,16.5,2.8,0.8,0.4,5.4,18.4,,,96,davisme01
72,1975-76,25,NYK,NBA,PF,42,,408,8.6,21.8,.394,2.5,3.3,.759,4.9,11.9,16.7,3.5,1.8,0.6,6.3,19.7,,,95,davisme01
73,1976-77,26,TOT,NBA,PF,56,,1094,7.0,19.4,.362,2.7,3.8,.703,4.1,8.1,12.2,3.0,1.3,0.2,5.4,16.7,,,99,davisme01
74,1976-77,26,NYK,NBA,PF,22,,342,5.3,14.3,.373,2.9,4.0,.710,3.9,9.1,13.0,3.1,1.2,0.1,5.8,13.5,,,100,davisme01
75,1976-77,26,NYN,NBA,PF,34,,752,7.8,21.8,.359,2.6,3.7,.700,4.2,7.7,11.9,2.9,1.4,0.2,5.2,18.2,,,99,davisme01
76,,33,NYK,NBA,PF,71,,2699,9.6,20.8,.461,2.8,3.7,.756,2.3,10.7,13.0,4.3,1.2,0.7,3.8,22.0,,,93,debusda01
77,1974-75,22,SEA,NBA,SG,58,,666,9.7,22.7,.428,2.9,3.8,.768,0.8,3.2,4.0,3.1,1.6,0.3,3.2,22.3,,,101,derliro01
78,1975-76,23,SEA,NBA,SG,49,,339,9.6,23.8,.403,5.9,7.4,.804,1.1,2.5,3.6,3.4,1.4,0.1,2.9,25.1,,,103,derliro01
79,1975-76,24,DET,NBA,SG,17,,112,3.7,11.8,.310,4.1,6.5,.625,1.2,0.0,1.2,3.3,0.8,0.4,6.9,11.4,,,107,dickehe01
80,1976-77,25,ATL,NBA,PG,6,,63,4.4,8.7,.500,3.6,5.8,.625,0.0,1.5,1.5,8.0,0.7,0.0,9.5,12.4,,,107,dickehe01
81,1973-74,23,BOS,NBA,C,24,,137,6.7,20.4,.328,7.0,12.1,.579,4.5,8.0,12.4,3.5,1.6,0.0,10.5,20.4,,,94,downist01
82,1974-75,24,BOS,NBA,C,3,,9,0.0,10.1,.000,0.0,10.1,.000,0.0,10.1,10.1,0.0,0.0,0.0,0.0,0.0,,,97,downist01
83,1973-74,25,KCO,NBA,SF,45,,462,8.4,17.2,.489,4.1,6.8,.609,2.7,4.9,7.6,1.9,1.3,0.5,6.7,21.0,,,102,durreke01
84,1974-75,26,TOT,NBA,SF,48,,445,7.0,17.2,.404,3.2,5.4,.596,3.6,7.0,10.6,1.9,0.9,0.8,7.5,17.1,,,99,durreke01
85,1974-75,26,KCO,NBA,SF,21,,175,8.4,20.5,.410,2.9,5.3,.550,3.7,6.8,10.5,2.1,1.3,1.1,7.9,19.7,,,97,durreke01
86,1974-75,26,PHI,NBA,SF,27,,270,6.0,15.1,.398,3.4,5.5,.625,3.6,7.0,10.7,1.7,0.7,0.7,7.2,15.5,,,99,durreke01
87,1974-75,22,WSB,NBA,PG,37,,137,7.9,21.5,.369,4.0,5.9,.667,2.6,5.0,7.6,4.6,5.3,0.7,11.2,19.8,,,86,duvalde01
88,1975-76,23,ATL,NBA,PG,13,,130,5.3,15.3,.349,2.1,3.2,.667,0.4,2.5,2.9,7.1,2.1,0.7,5.3,12.8,,,103,duvalde01
89,1973-74,29,GSW,NBA,SF,50,,515,5.2,16.3,.321,1.5,2.7,.581,3.2,7.3,10.4,3.2,2.8,0.8,6.5,12.0,,,96,ellisjo01
90,1973-74,33,PHI,NBA,C,81,,2831,5.1,11.3,.452,2.3,3.1,.750,4.6,9.4,13.9,3.0,1.3,1.4,3.5,12.5,,,97,ellisle01
91,1974-75,34,PHI,NBA,PF,82,,2183,6.1,13.2,.461,1.5,2.1,.727,4.1,8.2,12.4,2.5,0.9,1.2,3.8,13.7,,,98,ellisle01
92,1975-76,35,PHI,NBA,C,29,,489,5.6,12.0,.462,1.6,2.6,.607,4.3,6.8,11.1,1.9,1.5,0.8,5.7,12.7,,,98,ellisle01
93,1973-74,29,PHO,NBA,SF,66,,2033,8.5,17.8,.477,3.8,4.8,.801,2.0,6.9,8.9,4.4,1.4,0.4,4.2,20.8,,,101,erickke01
94,1974-75,30,PHO,NBA,SF,49,,1469,7.4,17.4,.425,4.1,4.9,.833,2.2,5.4,7.6,5.3,1.6,0.4,4.7,18.9,,,100,erickke01
95,1975-76,31,PHO,NBA,SF,74,,1850,7.5,15.9,.470,3.3,3.9,.854,2.6,5.6,8.2,4.5,1.9,0.1,4.8,18.3,,,99,erickke01
96,1976-77,32,PHO,NBA,SF,50,,949,6.7,13.9,.483,1.8,2.4,.740,1.7,5.1,6.8,4.9,1.4,0.3,5.8,15.2,,,99,erickke01
97,1976-77,22,PHO,NBA,SG,48,,487,7.9,15.0,.531,7.0,9.2,.768,1.7,5.2,6.8,3.3,1.0,0.6,4.3,22.9,,,100,feherbu01
98,1973-74,31,BOS,NBA,C,60,,427,6.1,13.3,.462,2.9,4.4,.651,4.2,9.6,13.8,2.8,0.3,0.7,6.3,15.1,,,95,finkeha01
99,1974-75,32,BOS,NBA,C,62,,518,4.5,11.3,.403,2.0,3.8,.535,2.9,6.9,9.8,2.8,0.6,0.3,6.3,11.1,,,97,finkeha01
100,1975-76,22,NYK,NBA,SG,2,,14,3.3,16.5,.200,0.0,0.0,,3.3,6.6,9.9,0.0,3.3,0.0,13.2,6.6,,,95,foglela01
101,1973-74,27,CLE,NBA,SF,58,,649,8.0,20.5,.389,3.8,4.5,.844,3.1,4.6,7.7,4.4,1.4,0.4,5.6,19.8,,,101,fostefr01
102,1974-75,28,CLE,NBA,SF,73,,1136,9.1,21.9,.417,2.9,4.1,.711,2.4,2.3,4.6,4.3,0.9,0.1,5.5,21.2,,,103,fostefr01
103,1976-77,30,BUF,NBA,SF,59,,689,6.4,16.0,.401,1.9,2.9,.682,2.1,2.8,4.9,3.1,1.0,0.0,6.0,14.8,,,106,fostefr01
104,1973-74,30,SEA,NBA,C,78,,2179,6.4,13.5,.478,4.8,5.9,.823,4.9,9.4,14.3,4.5,1.1,0.4,4.9,17.7,,,98,foxji01
105,1974-75,31,SEA,NBA,C,75,,1766,6.5,13.9,.469,4.4,5.5,.802,3.3,9.4,12.7,3.5,1.2,0.4,4.3,17.4,,,97,foxji01
106,1975-76,32,MIL,NBA,C,70,,918,5.3,10.2,.517,3.1,4.0,.785,4.1,7.7,11.8,2.1,1.4,0.8,6.5,13.7,,,99,foxji01
107,1976-77,33,NYN,NBA,C,71,,1165,7.3,15.8,.462,3.8,4.5,.833,4.0,9.1,13.1,1.9,0.8,1.0,6.3,18.4,,,99,foxji01
108,1973-74,23,PHI,NBA,SF,35,,265,6.5,17.2,.379,4.7,6.9,.683,3.7,5.4,9.0,2.3,2.0,0.2,7.0,17.7,,,99,freemro01
109,1973-74,27,TOT,NBA,SG,40,,326,6.1,17.8,.341,2.1,2.7,.789,2.1,3.5,5.7,3.3,1.4,0.1,7.9,14.3,,,97,garredi01
110,1973-74,27,NYK,NBA,SG,25,,239,6.2,17.7,.352,1.9,2.5,.769,1.9,3.1,5.0,2.7,1.4,0.2,8.0,14.4,,,97,garredi01
111,1973-74,27,MIL,NBA,SG,15,,87,5.8,18.3,.314,2.6,3.1,.833,2.6,4.7,7.3,4.7,1.6,0.0,7.9,14.1,,,96,garredi01
112,1973-74,23,CHI,NBA,SF,41,,373,8.3,22.6,.370,2.6,3.9,.656,3.8,4.8,8.6,1.3,0.6,1.1,5.3,19.2,,,97,garrero01
113,1974-75,24,CHI,NBA,SF,70,,1183,9.3,19.3,.481,3.1,3.9,.794,3.3,6.8,10.1,1.8,1.0,0.5,5.0,21.7,,,96,garrero01
114,1975-76,25,TOT,NBA,SF,55,,540,9.5,22.8,.419,4.7,5.7,.815,4.0,6.3,10.3,1.5,2.2,0.6,6.0,23.7,,,96,garrero01
115,1975-76,25,CHI,NBA,SF,14,,324,8.4,19.4,.435,5.6,6.5,.864,4.0,7.1,11.1,1.0,1.2,0.6,4.7,22.5,,,98,garrero01
116,1975-76,25,CLE,NBA,SF,41,,216,11.2,27.8,.402,3.3,4.6,.714,3.9,5.2,9.2,2.2,3.7,0.7,7.9,25.6,,,93,garrero01
117,1976-77,26,TOT,NBA,SF,62,,598,8.0,18.1,.444,3.1,3.9,.804,2.8,5.7,8.5,2.0,1.6,0.8,6.1,19.2,,,102,garrero01
118,1976-77,26,CLE,NBA,SF,29,,215,8.8,20.5,.430,4.0,4.8,.818,2.2,6.6,8.8,1.5,1.5,0.7,6.6,21.5,,,99,garrero01
119,1976-77,26,MIL,NBA,SF,33,,383,7.6,16.9,.452,2.7,3.4,.793,3.1,5.2,8.3,2.3,1.6,0.8,5.8,17.9,,,104,garrero01
120,1973-74,23,BUF,NBA,PF,6,,11,3.9,15.6,.250,0.0,0.0,,3.9,15.6,19.5,0.0,0.0,0.0,3.9,7.8,,,98,garviji01
121,1973-74,25,SEA,NBA,SF,71,,1528,8.6,20.0,.431,4.6,5.7,.806,2.6,3.8,6.4,2.3,1.1,0.5,5.6,21.8,,,101,gibbsdi01
122,1974-75,26,WSB,NBA,SF,59,,424,7.9,20.3,.389,5.1,6.8,.750,2.8,3.7,6.5,2.0,1.3,0.3,6.4,20.9,,,96,gibbsdi01
123,1975-76,27,BUF,NBA,SF,72,,866,6.6,15.4,.429,3.9,4.8,.828,2.2,3.3,5.4,2.5,0.8,0.7,6.8,17.2,,,102,gibbsdi01
124,1973-74,27,ATL,NBA,PG,62,,2003,8.3,18.3,.454,2.3,2.9,.791,1.3,4.5,5.8,7.7,2.9,0.4,4.1,18.9,,,98,gillihe01
125,1974-75,28,ATL,NBA,SG,60,,1393,10.2,23.9,.427,3.0,3.7,.832,2.5,4.1,6.6,5.5,2.5,0.4,4.0,23.4,,,99,gillihe01
126,1975-76,29,SEA,NBA,SG,81,,1644,8.1,18.3,.442,2.4,3.1,.776,1.5,4.4,6.0,5.5,2.2,0.3,3.8,18.7,,,99,gillihe01
127,1976-77,30,POR,NBA,SG,80,,1665,8.7,19.9,.438,2.5,3.2,.767,1.7,3.7,5.4,4.5,2.0,0.2,4.5,19.9,,,100,gillihe01
128,1974-75,23,SEA,NBA,PF,75,,2280,7.5,15.4,.489,2.1,2.9,.722,2.7,6.9,9.5,3.3,1.3,0.5,5.8,17.2,,,99,grayle01
129,1975-76,24,SEA,NBA,PF,66,,2139,8.2,17.3,.474,2.6,3.5,.746,2.3,6.0,8.3,4.2,1.6,0.8,5.4,19.0,,,99,grayle01
130,1976-77,25,TOT,NBA,PF,83,,1639,7.1,16.3,.436,3.3,4.4,.747,2.3,5.8,8.1,3.4,1.6,0.9,7.5,17.5,,,99,grayle01
131,1976-77,25,SEA,NBA,PF,25,,643,8.0,18.3,.435,4.1,5.5,.756,1.6,5.9,7.5,3.8,1.9,0.9,5.9,20.1,,,99,grayle01
132,1976-77,25,WSB,NBA,PF,58,,996,6.6,15.0,.436,2.7,3.6,.738,2.8,5.7,8.5,3.1,1.4,0.8,8.6,15.8,,,99,grayle01
133,1973-74,29,TOT,NBA,SG,75,,1871,4.6,9.4,.492,0.9,1.4,.650,0.7,2.1,2.9,5.7,1.3,0.5,3.6,10.2,,,104,guokama02
134,1973-74,29,KCO,NBA,SG,9,,315,5.9,11.9,.494,1.1,1.7,.667,0.3,2.7,3.0,5.2,1.1,0.1,3.0,12.9,,,104,guokama02
